problem	performance monitoring counters configured to count only os or only usr events by setting exactly one of bits 16 or 17 in ia32_perfevtselx msrs (186h-18dh) may not count for a brief period during the transition to a new cpl.										
implication	a measurement of ring transitions (using the edge-detect bit 18 in ia32_perfevtselx) may undercount, such as cpl_cycles.ring0_trans (event 5ch, umask 01h). additionally, the sum of an os-only event and a usr-only event may not exactly equal an event counting both os and usr. intel has not observed any other software-visible impact										
workaround	none identified.										
											
title	executing a 256 bit avx instruction may cause unpredictable behavior										
problem	under complex micro-architectural conditions, executing a 256 avx bit instruction may result in unpredictable system behavior.										
implication	when this erratum occurs, the system may behave unpredictably.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	system may hang during display power cycles										
problem	when the display is turned on after being shutoff to save power or when the display is exiting psr (panel self refresh) mode, the system may hang.										
implication	when this erratum occurs the system may hang.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
